,V 1.0,,,,,,,,,,,,,
594,1682,Gigant Hammer+,ギガントハンマー改,20,0,22000,0,Icon_Item_Weapon_140,2,1,147,1,"Gigant hammer imbued with magical power.
Originally owned by high-ranking giants, whose
names are engraved on the handle.","不思議な力が宿ったハンマー。
位の高い巨人族が使用していたハンマーで、
柄の部分には名前が刻まれている。"
595,1683,Mjolnir,ミョルニル,20,0,68000,0,Icon_Item_Weapon_142,2,1,150,1,"A hammer imbued with earth power. Said to cause
earthquakes if three strike the ground at once.","大地の力が宿ったハンマー。
３人同時に地面を叩くと地震が起こると言われている。
試してはいけない。"
596,1684,Fatal Crush,フェイタルクラッシュ,20,0,50000,0,Icon_Item_Weapon_143,2,1,150,1,"An abnormally large long-ranged hammer. Has a
high chance of landing critical hits.","規格外の大きさを誇るハンマー。攻撃を受ける方は、
まるで壁がせまってきているかのような気持ちになる。
クリティカルが出やすく、攻撃範囲も広い。"
597,1685,Splash Star,スプラッシュスター,20,0,120000,0,Icon_Item_Weapon_144,2,1,150,1,"A hammer made with magical power. As the name
implies, it looks like splashing stars.","魔法の力を利用して作られたハンマー。
その名の通り、星たちが水しぶきのように
舞っているかのようにも見える。"
598,1686,Autumn Hammer,オータムハンマー,20,0,5000,0,Icon_Item_Weapon_258,2,1,145,1,"A hammer imbued with the power of seasons. Can
deal incredible damage in autumn.","季節の力を得られるハンマー。
秋の季節だと、強力な力で攻撃を与えることができる。"
599,1687,Break Hammer,ブレイクハンマー,20,0,25800,0,Icon_Item_Weapon_259,2,1,150,1,A heavy black hammer that can destroy anything.,"黒く重いハンマー。
全ての物を破壊する強力な力を持つ。"
581,1690,Hammer,目覚めたボロハンマー,20,580,38,0,Icon_Item_Weapon_124,2,1,30,1,"Farming hammer given a quick reforge for battle-
readiness. Tougher than it looks.","農具用のハンマーを何とか改良したもの。
俺は戦うために生まれた、
という意気込みが感じられる一品。"
579,1691,Toy Hammer,ピコピコハンマー,20,230,24,0,Icon_Item_Weapon_122,2,1,30,1,"Anyone hit by this hammer must pretend that it really
hurts. It's the law! Raises chance of stunning
enemies.","このハンマーを受けた人は痛がる振りを
しなければならない、それがこの世界の理。
相手を非常にスタンさせやすい。"
554,1695,Battle Axe,バトルアックス,19,1380,42,0,Icon_Item_Weapon_102,2,1,30,1,An axe of great power. Use carefully.,"一撃の攻撃力を目的として、改良したオノ。
取り扱いには注意が必要。
オノは基本的にクリティカルが出やすい。"
556,1696,Battle Scythe,バトルサイズ,19,6590,140,0,Icon_Item_Weapon_104,2,1,44,1,"An axe with an extremely sharp blade. Much bigger
and sharper than a farming sickle.","オノの刃を、切れ味重視で加工した武器。
農業用のカマよりも、鋭さも大きさも
かなり増している。"
557,1697,Pole Axe,ポールアックス,19,11800,220,0,Icon_Item_Weapon_105,2,1,44,1,"An axe with a crescent moon-shaped blade. Also
has a pointy end. Choppy-choppy OR stabby-
stabby. You decide!","三日月の刃をもつオノ。
先端がとがっていて、突くこともできる。"
559,1698,Pole Axe+,ポールアックス改,19,18900,650,0,Icon_Item_Weapon_107,2,1,66,1,"A pole axe strengthened with magical power. Easier
to hold and more balanced.","不思議な力で強化されたオノ。
握りやすくなり、正確に刃先を向けることができる。"
560,1699,Great Axe,グレートアックス,19,30900,610,0,Icon_Item_Weapon_108,2,1,82,1,"An axe with improved balance. Your go-to axe when
you just don't know which weapon to use.","バランスよく改良したオノ。
迷ったらこのオノ！　と各所で紹介される
くらい親しまれている。"
561,1700,Tomahawk,トマホーク,19,49700,1020,0,Icon_Item_Weapon_109,2,1,94,1,"An axe with a single blade. The tassel on its edge is
always blowing in the wind.","片刃の持ちやすいオノ。
先端につけた房の飾りは、風の力で常になびいている。"
562,1701,Basilisk Fang,バジリスクファング,19,71500,770,0,Icon_Item_Weapon_110,2,1,99,1,"A weapon that can cut through anything as if it
were cloth. Has a paralyzing effect.","何でも布のように裂いてしまう武器。
しっかり二枚刃、斬り残しも安心。
攻撃時、マヒの効果がある。"
563,1702,Rock Axe,ロックアックス,19,80200,1450,0,Icon_Item_Weapon_111,2,1,99,1,"Has one of the hardest blades of any axe, which also
makes it one of the heaviest axes around.","刃の強度はオノの中でもトップクラス。
その強度を保つためか、重さもトップクラス。"
564,1703,Demon Axe,デモンズアックス,19,96666,1100,0,Icon_Item_Weapon_112,2,1,106,1,"An axe possessed by an evil spirit ever since it cut
down a cursed tree.","強力な呪いのかかったオノ。
悪魔が宿ると言われていた大木を
切り倒したときに呪われたと言われている。"
565,1704,Frost Axe,フロストアックス,19,198200,4600,0,Icon_Item_Weapon_113,2,1,117,1,"An axe with an icy cold blade. Freezes while it cuts,
ensuring less pain for more humane murdering.","凍てつく刃のオノ。
切り口が凍るため、痛みを感じないらしい。"
566,1705,Crescent Axe,クレセントアックス,19,449000,3400,0,Icon_Item_Weapon_114,2,1,117,1,"An axe with a sleek edge but an unbalanced
center, which makes it hard to hold straight.","流線型の片刃が付いたオノ。
重心が偏っているため、
刃を垂直にするのもむずかしい。"
567,1706,Crescent Axe+,クレセントアックス改,19,640000,4800,0,Icon_Item_Weapon_115,2,1,123,1,"A crescent axe strengthened with magical power. A
true masterpiece designed to be easy to wield.","不思議な力で強化されたオノ。
使いやすさを最重視した設計で、
ある意味オノの完成形。"
568,1707,Heat Axe,ヒートアックス,19,0,7500,0,Icon_Item_Weapon_116,2,1,145,1,"An axe with burning blades called ""phoenix wings""
that symbolize regeneration.","燃えさかる刃のオノ。
不死鳥の羽とも呼ばれ、再生の象徴ともなっている。
何はともあれ持つだけで熱い。"
569,1708,Double Edge,ダブルエッジ,19,0,7500,0,Icon_Item_Weapon_117,2,1,146,1,"A well-balanced axe with double blades. Highly
regarded for its strength and ease of use.","バランスの取れた両刃のオノ。
強さ、使いやすさ、知名度から、
誰もが知っているオノとなった。"
570,1709,Alldale,オールデール,19,0,22000,0,Icon_Item_Weapon_118,2,1,147,1,"A well-balanced axe with golden blades called
""angel wings"" for their strength and beauty.","金色の両刃を持つオノ。
大きな刃は天使の羽とも呼ばれ美しさと、
強さをあわせもつ。"
571,1710,Devil Finger,デビルフィンガー,19,0,13333,0,Icon_Item_Weapon_119,2,1,147,1,"A weapon that leaves scars said to resemble
scratches from devil nails. Can absorb an enemy's
life force.","まるで悪魔の爪に裂かれたかのような
傷跡が残るという恐ろしい武器。
相手の生命力を奪う力がある。"
572,1711,Executioner,エクスキューショナー,19,0,38000,0,Icon_Item_Weapon_120,2,1,150,1,"An axe with a sketchy past. Imbued with a dark
power as a result of trying to become ever stronger.","いわく付きのオノ。
攻撃力だけを追い求めた結果、闇の力が宿った。"
573,1712,Saint Axe,セイントアックス,19,0,99800,0,Icon_Item_Weapon_121,2,1,150,1,"A holy axe with sacred powers. Originally forged for
rituals, not battles, making it a bit unwieldy.","聖なる力を宿した神聖なオノ。
本来、儀式用に作られたものを戦闘用に改良したため、
扱いづらい一面もある。"
555,1713,Axe,本気なボロのオノ,19,600,64,0,Icon_Item_Weapon_103,2,1,30,1,"Originally a farming axe, it's excited to join you in
battle. Its name is Meryl. And it likes you...for now.","農具用のオノを改良したもの。
農作業を捨て、自身の力を解放した荒ぶるオノ。"
558,1714,Lollipop,ぺろぺろキャンディー,19,5200,550,0,Icon_Item_Weapon_106,2,1,44,1,"The sweet candy on this stick is so hard that you
could weaponize it. So you did! Increases your
chance of stunning enemies.","攻撃しても回復してしまうのでは、と
思わせるほど甘いキャンディーの武器。
なめるとおいしい、相手をスタンさせやすい。"
574,1715,Summer Axe,サマーアックス,19,0,5000,0,Icon_Item_Weapon_253,2,1,145,1,"An axe imbued with the power of seasons. Can deal
incredible damage in summer.","季節の力を得られるオノ。
夏の季節だと、強力な力で攻撃を与えることができる。"
575,1716,Bloodline Axe,一族のオノ,19,24000,1200,0,Icon_Item_Weapon_254,2,1,66,1,"An axe used by a veteran warrior lineage. Seems
heavy but is actually easy to carry.","戦闘に長けた一族が使っていたといわれるオノ。
重そうに見えるが持ち運びやすい軽量型になっている。"
576,1717,Dragontooth Axe,竜牙のオノ,19,999999,4900,0,Icon_Item_Weapon_255,2,1,145,1,"A sharp axe fashioned in the shape of a dragon's
tooth. Slices its target to ribbons.","竜の牙に模した鋭利なオノ。
その鋭い刃で対象を切り裂く。"
577,1718,Metal Axe,メタルアックス,19,85000,1700,0,Icon_Item_Weapon_256,2,1,102,1,"A steel axe that cleaves enemies in two with its
heavy blows.","鋼鉄のオノ。
重い一撃で、敵を翻弄する。"
578,1719,Bat Axe,バットアックス,19,0,7300,0,Icon_Item_Weapon_257,2,1,146,1,"A bat-shaped axe. The dual-headed blade makes it
easy to attack as you please.","コウモリの形をしたオノ。
両刃のオノで自由自在な攻撃を行う。"
655,1721,Rod,ロッド,23,1300,12,0,Icon_Item_Weapon_198,2,1,30,1,"A staff with magical power. Reduces RP used for
spells.","魔力を増幅させる魔法の杖。
杖は魔法用として作られているため、
魔法を使用するときの消費RPを抑える。"
656,1722,Amethyst Rod,アメジストロッド,23,1880,72,0,Icon_Item_Weapon_199,2,1,30,1,"A staff decorated with purple amethysts. Many of
the wizards who have this rod are attractive, mature
people.","個性派の紫、アメジストをあしらった杖。
この杖を持つ魔法使いには大人な魅力を持つ人が多い。"
658,1723,Aquamarine Rod,アクアマリンロッド,23,2500,190,0,Icon_Item_Weapon_201,2,1,38,1,"A staff decorated with an ocean blue stone. It's
trendy to swing it around while telling your foe to
return to the depths from whence they came.","海の青をあしらった杖。海に帰ったらいいんじゃない？
といいながら振り回すのがトレンド。"
659,1724,Friendly Rod,なかよしロッド,23,4800,300,0,Icon_Item_Weapon_202,2,1,38,1,"A staff of non-romantic friendship. If someone says
they ""value you as a friend,"" take a hint. They're just
not that into you.","友達の杖。これからもいい友達でねというのは、
あなたとは付き合えませんという意味である。"
661,1725,Love-Love Rod,ラブラブロッド,23,5200,1300,0,Icon_Item_Weapon_205,2,1,38,1,"A staff of love. It's secretly popular for wizarding
couples to equip matching pairs.","愛の杖。魔法使いの間では、この杖をおそろいで
持って出かけるペア装備というのが密かなブーム。"
660,1726,Staff,スタッフ,23,6280,80,0,Icon_Item_Weapon_203,2,1,38,1,"A simple magical staff. Your best friend when
studying the arcane arts.","シンプルな魔法の杖。
魔法を学ぶ際には、是非持っておきたい一品。"
662,1727,Emerald Rod,エメラルドロッド,23,9000,470,0,Icon_Item_Weapon_206,2,1,52,1,"Bright green symbolizes calmness. This rod makes you
look intelligent and cool.","鮮やかな緑は穏やかさの象徴。
知的なあなたを演出してくれるでしょう。"
663,1728,Silver Staff,シルバーロッド,23,13000,390,0,Icon_Item_Weapon_207,2,1,66,1,"A staff made with sacred silver gems. Improves
concentration, making it ideal for students.","銀の宝珠を使った杖。
集中力を高める効果があるため、
勉強をするときにも最適。"
